Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
layer_by_layer,ring,SIMPLE,False,False,2.210992660994331,114.0025975013026,114.40708681422826,16.060523008
layer_by_layer,ring,SIMPLE,False,True,2.2064254886936396,110.63111260160922,114.6439028230073,16.060523008
layer_by_layer,ring,SIMPLE,True,False,2.182462431335201,116.60576229632247,115.90267290752246,16.060523008
layer_by_layer,ring,SIMPLE,True,True,2.215019513697674,114.49692673732874,114.19909745613435,16.060523008
layer_by_layer,ring,LL,False,False,2.2436495270424834,111.34670816955999,112.74186376400594,16.060523008
layer_by_layer,ring,LL,False,True,2.219106460067754,109.64466436785276,113.98877605190549,16.060523008
layer_by_layer,ring,LL,True,False,2.192938430001959,113.69628992762209,115.3489883032302,16.060523008
layer_by_layer,ring,LL,True,True,2.1958042476326227,112.147670908485,115.19844247715533,16.060523008
layer_by_layer,ring,LL128,False,False,2.285677938023582,107.8532190788149,110.6687976919127,16.060523008
layer_by_layer,ring,LL128,False,True,2.2176755766849965,107.64462941321285,114.06232361999359,16.060523008
layer_by_layer,ring,LL128,True,False,2.202962060381348,112.88199798750682,114.82414239499523,16.060523008
layer_by_layer,ring,LL128,True,True,2.1990364653368792,111.80217096775624,115.02911993469334,16.060523008
layer_by_layer,tree,SIMPLE,False,False,2.2322907409785935,107.93658067411664,113.31553935537542,16.060523008
layer_by_layer,tree,SIMPLE,False,True,2.182791733338187,108.49073579586235,115.8851875094623,16.060523008
layer_by_layer,tree,SIMPLE,True,False,2.201435772702098,112.5741953698766,114.90375165545657,16.060523008
layer_by_layer,tree,SIMPLE,True,True,2.200799184696128,111.92719781981573,114.93698792283318,16.060523008
layer_by_layer,tree,LL,False,False,2.1895557296617576,109.55311190712938,115.52719388927187,16.060523008
layer_by_layer,tree,LL,False,True,2.1989553620417914,111.40767692699733,115.03336251315527,16.060523008
layer_by_layer,tree,LL,True,False,2.224326096009463,111.03502619473979,113.72128833349076,16.060523008
layer_by_layer,tree,LL,True,True,2.199117964366451,112.3130749497199,115.02485697026896,16.060523008
layer_by_layer,tree,LL128,False,False,2.428105130326003,114.51245797717719,104.17721463239853,16.060523008
layer_by_layer,tree,LL128,False,True,2.49982364436922,103.32506452661409,101.18842978454492,16.060523008
layer_by_layer,tree,LL128,True,False,2.4202429709645608,103.8122972848557,104.51563431715633,16.060523008
layer_by_layer,tree,LL128,True,True,2.318666333022217,106.53779226664811,109.09427790858267,16.060523008
layer_by_layer,collnet,SIMPLE,False,False,2.636777771714454,104.3343518642864,95.93270696738611,16.060523008
layer_by_layer,collnet,SIMPLE,False,True,2.5344144587094584,98.54706144525466,99.8073651461117,16.060523008
layer_by_layer,collnet,SIMPLE,True,False,2.321419595663125,110.14254588450513,108.9648893222781,16.060523008
layer_by_layer,collnet,SIMPLE,True,True,2.361231442928935,106.8848964839705,107.12767275292168,16.060523008
layer_by_layer,collnet,LL,False,False,2.4832932893186808,97.63502234668869,101.86200333243785,16.060523008
layer_by_layer,collnet,LL,False,True,2.5284641470449665,99.73982002240163,100.0422448574674,16.060523008
layer_by_layer,collnet,LL,True,False,2.448712738308435,101.58202826356327,103.30049146015367,16.060523008
layer_by_layer,collnet,LL,True,True,2.266941248672083,109.10412857371944,111.58349580527225,16.060523008
layer_by_layer,collnet,LL128,False,False,2.2028022600182644,113.42335141646953,114.83247221196453,16.060523008
layer_by_layer,collnet,LL128,False,True,2.2259524380012103,114.9638866340457,113.63820043663596,16.060523008
layer_by_layer,collnet,LL128,True,False,2.2229408339286842,115.11293342936405,113.79215562159006,16.060523008
layer_by_layer,collnet,LL128,True,True,2.2257453406540058,115.00755499206028,113.64877404962829,16.060523008
layer_by_layer,collnetchain,SIMPLE,False,False,2.281193454284221,118.92503595921298,110.8863559278317,16.060523008
layer_by_layer,collnetchain,SIMPLE,False,True,2.3079564129778496,115.2813332748805,109.60052273501391,16.060523008
layer_by_layer,collnetchain,SIMPLE,True,False,2.2034629199964306,114.70146750674311,114.7980422163899,16.060523008
layer_by_layer,collnetchain,SIMPLE,True,True,2.2221839176490903,113.97149644283229,113.83091530047889,16.060523008
layer_by_layer,collnetchain,LL,False,False,2.225946813977013,113.06909158003187,113.63848755220627,16.060523008
layer_by_layer,collnetchain,LL,False,True,2.2007951689884067,113.08005268639738,114.93719764400868,16.060523008
layer_by_layer,collnetchain,LL,True,False,2.190267594298348,110.01589615078841,115.48964609186649,16.060523008
layer_by_layer,collnetchain,LL,True,True,2.1957989843407026,112.78860524194978,115.19871860581546,16.060523008
layer_by_layer,collnetchain,LL128,False,False,2.29834015496696,113.18146060223982,110.05909145577989,16.060523008
layer_by_layer,collnetchain,LL128,False,True,2.371838583999003,113.9402867702788,106.64858520241795,16.060523008
layer_by_layer,collnetchain,LL128,True,False,2.317569785984233,115.0208825755319,109.14589534337365,16.060523008
layer_by_layer,collnetchain,LL128,True,True,2.2568449133541435,115.77255081110536,112.08268136424962,16.060523008
layer_by_layer,collnetdirect,SIMPLE,False,False,2.308845119395604,113.4371548224107,109.55833597803937,16.060523008
layer_by_layer,collnetdirect,SIMPLE,False,True,2.3149023136744895,107.04630720098517,109.27166464768979,16.060523008
layer_by_layer,collnetdirect,SIMPLE,True,False,2.251351870596409,114.96907586299449,112.35615037154979,16.060523008
layer_by_layer,collnetdirect,SIMPLE,True,True,2.2793787569583706,115.17881417072168,110.97463663719658,16.060523008
layer_by_layer,collnetdirect,LL,False,False,2.3500218933137753,110.55093897786205,107.63866925312328,16.060523008
layer_by_layer,collnetdirect,LL,False,True,2.3245433136665574,113.32563774656384,108.81846245876608,16.060523008
layer_by_layer,collnetdirect,LL,True,False,2.2130850163133196,115.447211666596,114.29892093950534,16.060523008
layer_by_layer,collnetdirect,LL,True,True,2.2691078283047923,114.81995196298281,111.47695413883287,16.060523008
layer_by_layer,collnetdirect,LL128,False,False,2.2906618147001914,113.29105330376105,110.42801154176802,16.060523008
layer_by_layer,collnetdirect,LL128,False,True,2.2720350466358163,114.71888050143338,111.33333074529189,16.060523008
layer_by_layer,collnetdirect,LL128,True,False,2.2019762489944696,115.53683246072511,114.87554846584328,16.060523008
layer_by_layer,collnetdirect,LL128,True,True,2.2023216276429594,113.6335348782429,114.85753313094595,16.060523008
layer_by_layer,nvls,SIMPLE,False,False,2.3181272053625435,112.39674211793701,109.11965000317548,16.060523008
layer_by_layer,nvls,SIMPLE,False,True,2.207969094393775,114.0574383531638,114.5637545173391,16.060523008
layer_by_layer,nvls,SIMPLE,True,False,2.2097132289782166,112.43048278384032,114.4733289346179,16.060523008
layer_by_layer,nvls,SIMPLE,True,True,2.202277209299306,113.34525594158961,114.85984972458648,16.060523008
layer_by_layer,nvls,LL,False,False,2.236273110999415,110.26315555067998,113.1137462896705,16.060523008
layer_by_layer,nvls,LL,False,True,2.2106836886766055,105.02220250063893,114.42307671950431,16.060523008
layer_by_layer,nvls,LL,True,False,2.1997358276663967,112.02816159957668,114.99254870997258,16.060523008
layer_by_layer,nvls,LL,True,True,2.1939264903000244,111.8445849148872,115.2970395454809,16.060523008
layer_by_layer,nvls,LL128,False,False,2.226604371021191,107.64303086143146,113.60492802589248,16.060523008
layer_by_layer,nvls,LL128,False,True,2.191077691347649,111.67328622862112,115.44694663766946,16.060523008
layer_by_layer,nvls,LL128,True,False,2.2100936259763935,111.90054572922517,114.45362600882949,16.060523008
layer_by_layer,nvls,LL128,True,True,2.198483094961072,111.48050942264075,115.05807340150551,16.060523008
layer_by_layer,nvlstree,SIMPLE,False,False,2.1855397576776645,108.82666136149734,115.73947736406585,16.060523008
layer_by_layer,nvlstree,SIMPLE,False,True,2.560165387345478,95.31861734735908,98.80347205782513,16.060523008
layer_by_layer,nvlstree,SIMPLE,True,False,2.375617746030912,104.60143153961477,106.47892731674709,16.060523008
layer_by_layer,nvlstree,SIMPLE,True,True,2.434538785678645,106.22422631867776,103.90190979910285,16.060523008
layer_by_layer,nvlstree,LL,False,False,2.66383123700507,97.74102412640418,94.95842897179698,16.060523008
layer_by_layer,nvlstree,LL,False,True,2.429482378065586,100.61336081515373,104.118157676619,16.060523008
layer_by_layer,nvlstree,LL,True,False,2.4023915390328816,112.7744458421305,105.29225781981819,16.060523008
layer_by_layer,nvlstree,LL,True,True,2.37770015366065,104.5975994404035,106.38567227350316,16.060523008
layer_by_layer,nvlstree,LL128,False,False,2.4596670876878,101.98403682626339,102.84043339775207,16.060523008
layer_by_layer,nvlstree,LL128,False,True,2.477840187959373,98.64130050245141,102.08617591287025,16.060523008
layer_by_layer,nvlstree,LL128,True,False,2.3528541140258312,104.32686445219463,107.50910045977587,16.060523008
layer_by_layer,nvlstree,LL128,True,True,2.423162899678573,107.25894798128618,104.38969222645066,16.060523008
layer_by_layer,pat,SIMPLE,False,False,2.346079809280733,98.8128343291059,107.8195329550835,16.060523008
layer_by_layer,pat,SIMPLE,False,True,2.35508887267982,113.9403976271217,107.40708439769763,16.060523008
layer_by_layer,pat,SIMPLE,True,False,2.281566557707265,115.02265432815983,110.86822273823626,16.060523008
layer_by_layer,pat,SIMPLE,True,True,2.268998366314918,115.19122268963731,111.48233205774474,16.060523008
layer_by_layer,pat,LL,False,False,2.360167849731321,112.92811567861962,107.17594909226305,16.060523008
layer_by_layer,pat,LL,False,True,2.4098728330185017,114.53129220830789,104.96538483118289,16.060523008
layer_by_layer,pat,LL,True,False,2.2022857976456485,115.45666362563011,114.85940180081052,16.060523008
layer_by_layer,pat,LL,True,True,2.228276511033376,113.90321434476857,113.51967678135756,16.060523008
layer_by_layer,pat,LL128,False,False,2.2839158622858426,112.10996093111467,110.7541803483222,16.060523008
layer_by_layer,pat,LL128,False,True,2.2563047216584287,111.05763336109857,112.10951556493414,16.060523008
layer_by_layer,pat,LL128,True,False,2.1932179157156497,113.49362210898661,115.33428917365973,16.060523008
layer_by_layer,pat,LL128,True,True,2.2021024616745613,112.2119691110679,114.8689644166897,16.060523008
layer_by_layer_optimized,ring,SIMPLE,False,False,2.256518096275007,111.33472253634855,112.0989145753219,16.060523008
layer_by_layer_optimized,ring,SIMPLE,False,True,2.1857470306567848,109.337971170086,115.72850186418475,16.060523008
layer_by_layer_optimized,ring,SIMPLE,True,False,2.206729538661117,114.55174739619669,114.62810683427638,16.060523008
layer_by_layer_optimized,ring,SIMPLE,True,True,2.2112960323380926,112.51054011055682,114.39139111760731,16.060523008
layer_by_layer_optimized,ring,LL,False,False,2.2319496537093073,107.78836565573275,113.33285627281674,16.060523008
layer_by_layer_optimized,ring,LL,False,True,2.1834995290264487,107.63948395925097,115.84762256613978,16.060523008
layer_by_layer_optimized,ring,LL,True,False,2.204785241667802,111.96660516056966,114.72919200087462,16.060523008
layer_by_layer_optimized,ring,LL,True,True,2.2103799706480154,112.16470295470256,114.43879906215486,16.060523008
layer_by_layer_optimized,ring,LL128,False,False,2.2748351249999055,109.3156732333177,111.19629134089905,16.060523008
layer_by_layer_optimized,ring,LL128,False,True,2.232889760673667,108.78330825113007,113.28514007591828,16.060523008
layer_by_layer_optimized,ring,LL128,True,False,2.218880778954675,109.73167375499514,114.00036978605378,16.060523008
layer_by_layer_optimized,ring,LL128,True,True,2.209835911014428,112.05580148240865,114.46697379258421,16.060523008
layer_by_layer_optimized,tree,SIMPLE,False,False,2.2130896740127355,112.99083788290949,114.29868038440107,16.060523008
layer_by_layer_optimized,tree,SIMPLE,False,True,2.2421941293869168,113.71953495541281,112.81504397710872,16.060523008
layer_by_layer_optimized,tree,SIMPLE,True,False,2.2082970873452723,113.45451246791541,114.54673864379834,16.060523008
layer_by_layer_optimized,tree,SIMPLE,True,True,2.2619331986643374,114.83079896022157,111.83054807337719,16.060523008
layer_by_layer_optimized,tree,LL,False,False,2.2922852156528584,115.78626898403986,110.34980620418006,16.060523008
layer_by_layer_optimized,tree,LL,False,True,2.3049372180054584,113.31684505302995,109.74408644886611,16.060523008
layer_by_layer_optimized,tree,LL,True,False,2.27273507299833,114.80061155269262,111.29903890570438,16.060523008
layer_by_layer_optimized,tree,LL,True,True,2.2115872260183096,113.8254164620202,114.37632951398943,16.060523008
layer_by_layer_optimized,tree,LL128,False,False,2.340433163645988,113.62677551206636,108.0796637311116,16.060523008
layer_by_layer_optimized,tree,LL128,False,True,2.310759169360002,114.43369590431656,109.46758652571269,16.060523008
layer_by_layer_optimized,tree,LL128,True,False,2.255783829682817,114.46932093573703,112.13540321705713,16.060523008
layer_by_layer_optimized,tree,LL128,True,True,2.239392042703306,115.05576984009095,112.9562061882853,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,False,False,2.326911475043744,111.81966047673518,108.7077149367037,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,False,True,2.34630836895667,111.89890846961984,107.80902998887584,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,True,False,2.264361313000942,114.74290142783383,111.71063021597153,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,True,True,2.2499597690378628,114.67091127878476,112.42566769101339,16.060523008
layer_by_layer_optimized,collnet,LL,False,False,2.4187857510211566,112.82106190848754,104.57860073187915,16.060523008
layer_by_layer_optimized,collnet,LL,False,True,2.2613317316087582,113.99120593339084,111.86029266570448,16.060523008
layer_by_layer_optimized,collnet,LL,True,False,2.203792294021696,114.57561310681409,114.780884749527,16.060523008
layer_by_layer_optimized,collnet,LL,True,True,2.205254523704449,112.66705663619031,114.70477742727039,16.060523008
layer_by_layer_optimized,collnet,LL128,False,False,2.18628684633101,112.9252175703617,115.69992736154539,16.060523008
layer_by_layer_optimized,collnet,LL128,False,True,2.243262363675361,107.63095277769064,112.76132181773042,16.060523008
layer_by_layer_optimized,collnet,LL128,True,False,2.198863215977326,112.51105586024927,115.03818312753491,16.060523008
layer_by_layer_optimized,collnet,LL128,True,True,2.2077746113451817,111.68959169523788,114.57384644797474,16.060523008
layer_by_layer_optimized,collnetchain,SIMPLE,False,False,2.270206175666923,107.14276156561624,111.42302052706266,16.060523008
layer_by_layer_optimized,collnetchain,SIMPLE,False,True,2.2201978822704405,104.69483660737114,113.93274055973899,16.060523008
layer_by_layer_optimized,collnetchain,SIMPLE,True,False,2.204812686657533,112.15616216922018,114.72776387887797,16.060523008
