Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
layer_by_layer,ring,SIMPLE,False,False,2.9185739686557404,88.3711134960418,87.35800338184741,16.060523008
layer_by_layer,ring,SIMPLE,False,True,2.791407791975265,86.33538937922897,91.33770972373185,16.060523008
layer_by_layer,ring,SIMPLE,True,False,2.3521221093057343,109.73894100133751,108.39607077170652,16.060523008
layer_by_layer,ring,SIMPLE,True,True,2.3052716736371317,108.47522105788448,110.59902290029738,16.060523008
layer_by_layer,ring,LL,False,False,2.9113636699815593,88.56129763348972,87.5743546753865,16.060523008
layer_by_layer,ring,LL,False,True,2.805563014000654,91.03387607901367,90.8768733233452,16.060523008
layer_by_layer,ring,LL,True,False,2.2825904016693435,109.91732742291626,111.6980052301708,16.060523008
layer_by_layer,ring,LL,True,True,2.3742534263680377,110.69439015627833,107.38566986676763,16.060523008
layer_by_layer,ring,LL128,False,False,2.8901960976266614,90.47988428555124,88.21574246583678,16.060523008
layer_by_layer,ring,LL128,False,True,2.8949794323804476,88.46849316703275,88.0699848061974,16.060523008
layer_by_layer,ring,LL128,True,False,2.3545925333940736,106.06055989423459,108.28234227706557,16.060523008
layer_by_layer,ring,LL128,True,True,2.290246046613902,108.22393199824727,111.32463038238016,16.060523008
layer_by_layer,tree,SIMPLE,False,False,2.9105376926405975,90.42163440976118,87.59920727660659,16.060523008
layer_by_layer,tree,SIMPLE,False,True,2.965880655683577,86.367417859707,85.96461699678086,16.060523008
layer_by_layer,tree,SIMPLE,True,False,2.3289445970052234,109.88829563433427,109.4748217505271,16.060523008
layer_by_layer,tree,SIMPLE,True,True,2.341307862661779,110.49660724984273,108.89674044580406,16.060523008
layer_by_layer,tree,LL,False,False,2.824388747646784,87.06754964783869,90.27114091019781,16.060523008
layer_by_layer,tree,LL,False,True,2.8203270765952766,90.49787237126267,90.4011441579999,16.060523008
layer_by_layer,tree,LL,True,False,2.3479870499577373,106.96805277600171,108.58696798544489,16.060523008
layer_by_layer,tree,LL,True,True,2.3226219449813166,109.81026029552517,109.77283460828185,16.060523008
layer_by_layer,tree,LL128,False,False,2.7793977403392396,88.2147469344519,91.73238897174923,16.060523008
layer_by_layer,tree,LL128,False,True,2.7577757950251303,92.78783099984626,92.45160360169044,16.060523008
layer_by_layer,tree,LL128,True,False,2.3585434143897146,109.2188471703866,108.10095462668107,16.060523008
layer_by_layer,tree,LL128,True,True,2.338924659338469,108.70715196405946,109.00769873284929,16.060523008
layer_by_layer,collnet,SIMPLE,False,False,2.854796268977225,87.45814196964659,89.30962863957492,16.060523008
layer_by_layer,collnet,SIMPLE,False,True,2.800904653655986,91.44709079349026,91.02801635578807,16.060523008
layer_by_layer,collnet,SIMPLE,True,False,2.340666799029956,110.59571354041911,108.9265651692345,16.060523008
layer_by_layer,collnet,SIMPLE,True,True,2.3388153343306235,109.38383706434738,109.01279416186597,16.060523008
layer_by_layer,collnet,LL,False,False,2.798513054382056,90.24760485382406,91.10580857386721,16.060523008
layer_by_layer,collnet,LL,False,True,2.7971757570436844,91.53193800485599,91.1493652059484,16.060523008
layer_by_layer,collnet,LL,True,False,2.393742759944871,109.2058679802168,106.51135906928941,16.060523008
layer_by_layer,collnet,LL,True,True,2.312820674308265,111.52432940327064,110.23802988973863,16.060523008
layer_by_layer,collnet,LL128,False,False,2.8844327217278383,86.87484768852563,88.39200606186192,16.060523008
layer_by_layer,collnet,LL128,False,True,2.992942149285227,87.68290959452898,85.18734472862751,16.060523008
layer_by_layer,collnet,LL128,True,False,2.3173158209926137,110.40713575351668,110.0241893290093,16.060523008
layer_by_layer,collnet,LL128,True,True,2.334992277358348,108.23840628082432,109.19127960133784,16.060523008
