Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
layer_by_layer,ring,SIMPLE,False,False,2.072494693682529,105.04907791455574,108.49114143905392,16.060523008
layer_by_layer,ring,SIMPLE,False,True,2.098241333345262,103.04913324309165,107.15989213000685,16.060523008
layer_by_layer,ring,SIMPLE,True,False,2.0095777076591426,111.36416163036998,111.88784294682164,16.060523008
layer_by_layer,ring,SIMPLE,True,True,1.9885287469951436,110.23110055008893,113.07219736388812,16.060523008
layer_by_layer,ring,LL,False,False,2.1007283517004303,101.42470975986437,107.03302726504252,16.060523008
layer_by_layer,ring,LL,False,True,2.0731478893430904,103.01114755586975,108.45695866648781,16.060523008
layer_by_layer,ring,LL,True,False,2.0003678323312974,112.29810835516169,112.40298474603804,16.060523008
layer_by_layer,ring,LL,True,True,2.0598208786686882,109.29517408395382,109.15867358783363,16.060523008
layer_by_layer,ring,LL128,False,False,2.1327797329674163,107.92424885924088,105.4245365653215,16.060523008
layer_by_layer,ring,LL128,False,True,2.2008821783044064,107.58491673370678,102.16235887612388,16.060523008
layer_by_layer,ring,LL128,True,False,2.021620253683068,112.51764160195916,111.22134067185182,16.060523008
layer_by_layer,ring,LL128,True,True,2.011846413020976,111.9589721515834,111.7616700205115,16.060523008
layer_by_layer,tree,SIMPLE,False,False,2.089969510678202,106.1603456498314,107.58401679794665,16.060523008
layer_by_layer,tree,SIMPLE,False,True,2.0828001926808306,107.01212775953013,107.9543374991687,16.060523008
layer_by_layer,tree,SIMPLE,True,False,2.0116745973549164,110.238111923347,111.77121550356316,16.060523008
layer_by_layer,tree,SIMPLE,True,True,1.9801795393383752,112.9771823416433,113.54895375756018,16.060523008
layer_by_layer,tree,LL,False,False,2.090942066667291,104.08675551172976,107.53397644458867,16.060523008
layer_by_layer,tree,LL,False,True,2.160565586333784,103.58876488905176,104.06872920971514,16.060523008
layer_by_layer,tree,LL,True,False,1.996148507654046,110.52478677921653,112.64057462751086,16.060523008
layer_by_layer,tree,LL,True,True,2.002951619331725,111.11253504112916,112.25798605111551,16.060523008
layer_by_layer,tree,LL128,False,False,2.1101133989868686,104.24241351072766,106.55698174892223,16.060523008
layer_by_layer,tree,LL128,False,True,2.093870690674521,107.64470131196308,107.38357241705671,16.060523008
layer_by_layer,tree,LL128,True,False,2.0190409706750265,111.21686211700104,111.36342363019347,16.060523008
layer_by_layer,tree,LL128,True,True,2.0475516316558546,112.07046098911894,109.81276929371789,16.060523008
layer_by_layer,collnet,SIMPLE,False,False,2.1653415703525147,107.39843179340342,103.83919009479652,16.060523008
layer_by_layer,collnet,SIMPLE,False,True,2.1775115886703134,107.4344129836873,103.2588373416198,16.060523008
layer_by_layer,collnet,SIMPLE,True,False,2.0699217570169517,109.98214804064814,108.6259971816696,16.060523008
layer_by_layer,collnet,SIMPLE,True,True,2.0590286443475634,110.80675800191601,109.20067360949537,16.060523008
layer_by_layer,collnet,LL,False,False,2.1730347940077386,107.55509743537841,103.47156684468591,16.060523008
