Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
layer_by_layer,ring,SIMPLE,False,False,1.1461199483213325,112.30106259327434,112.10360674394045,16.060523008
layer_by_layer,ring,SIMPLE,False,True,1.1520293753128499,111.58677812574689,111.52856231040836,16.060523008
layer_by_layer,ring,SIMPLE,True,False,1.0969841543895502,117.81609279833228,117.12491876375269,16.060523008
layer_by_layer,ring,SIMPLE,True,True,1.099187602987513,117.24825110848566,116.89012832640145,16.060523008
layer_by_layer,ring,LL,False,False,1.154617733710135,111.5798976001651,111.27854372645184,16.060523008
layer_by_layer,ring,LL,False,True,1.154858206321175,110.88295251883702,111.25537253381871,16.060523008
layer_by_layer,ring,LL,True,False,1.0987452877064545,116.08293542209441,116.93718408221869,16.060523008
layer_by_layer,ring,LL,True,True,1.1006637723185122,117.55343939456436,116.73335963202666,16.060523008
layer_by_layer,ring,LL128,False,False,1.1673137380275875,111.2963875676803,110.06824967647515,16.060523008
layer_by_layer,ring,LL128,False,True,1.1503031566583861,111.38162427101462,111.69592922029761,16.060523008
layer_by_layer,ring,LL128,True,False,1.0993084316918005,116.98445867769416,116.87728053742566,16.060523008
layer_by_layer,ring,LL128,True,True,1.097716118985166,116.52825422476415,117.04681906901675,16.060523008
layer_by_layer,tree,SIMPLE,False,False,1.1676561040027689,110.77171234144654,110.03597679792142,16.060523008
layer_by_layer,tree,SIMPLE,False,True,1.15887133932362,111.20652078044371,110.87009886963838,16.060523008
layer_by_layer,tree,SIMPLE,True,False,1.0966620647038023,117.39784552596457,117.15931835638202,16.060523008
layer_by_layer,tree,SIMPLE,True,True,1.127438906347379,114.97262477386315,113.96110178976944,16.060523008
layer_by_layer,tree,LL,False,False,1.176824792365854,106.71896793690813,109.17868216363728,16.060523008
layer_by_layer,tree,LL,False,True,1.154251457657665,111.8062934508905,111.31385549967972,16.060523008
layer_by_layer,tree,LL,True,False,1.098358269315213,116.90486621845295,116.97838816118286,16.060523008
layer_by_layer,tree,LL,True,True,1.0929727877179782,116.89466573389383,117.55478399079136,16.060523008
layer_by_layer,tree,LL128,False,False,1.1553005663057168,111.38417680373493,111.2127732948764,16.060523008
layer_by_layer,tree,LL128,False,True,1.1521753846512486,112.3569595817504,111.51442886179244,16.060523008
layer_by_layer,tree,LL128,True,False,1.0981298326514661,116.85063054814806,117.0027223992005,16.060523008
layer_by_layer,tree,LL128,True,True,1.1015951910521835,117.46254125648004,116.63465945714499,16.060523008
layer_by_layer,collnet,SIMPLE,False,False,1.156389440021788,112.6521414631967,111.10805367228117,16.060523008
layer_by_layer,collnet,SIMPLE,False,True,1.1549070226804663,110.54420885967735,111.25066991955451,16.060523008
layer_by_layer,collnet,SIMPLE,True,False,1.1041889779735357,116.28208738500855,116.36067967622786,16.060523008
layer_by_layer,collnet,SIMPLE,True,True,1.096521304687485,117.21986980324544,117.174358052823,16.060523008
layer_by_layer,collnet,LL,False,False,1.1540085126180202,110.62352579520271,111.3372895980782,16.060523008
layer_by_layer,collnet,LL,False,True,1.1529131936840713,112.11644341519217,111.44306498691007,16.060523008
layer_by_layer,collnet,LL,True,False,1.0969095529677968,117.032609608083,117.13288449387043,16.060523008
layer_by_layer,collnet,LL,True,True,1.0940498406998813,117.17088406949442,117.43905550574058,16.060523008
layer_by_layer,collnet,LL128,False,False,1.1638138103298843,111.04891011894516,110.39925701825194,16.060523008
layer_by_layer,collnet,LL128,False,True,1.1500200636995335,111.35605549163773,111.7234246806751,16.060523008
layer_by_layer,collnet,LL128,True,False,1.10443654935807,117.1087621174661,116.33459617275314,16.060523008
layer_by_layer,collnet,LL128,True,True,1.1083857933990657,116.38183952040279,115.92008913609402,16.060523008
layer_by_layer,collnetchain,SIMPLE,False,False,1.153483794691662,111.50708225340385,111.38793675237122,16.060523008
layer_by_layer,collnetchain,SIMPLE,False,True,1.1673343523871154,110.43424819566538,110.06630594333066,16.060523008
layer_by_layer,collnetchain,SIMPLE,True,False,1.0943408996487658,116.45646341427644,117.40782055138179,16.060523008
layer_by_layer,collnetchain,SIMPLE,True,True,1.0965720743406564,116.84028989789932,117.16893305463263,16.060523008
layer_by_layer,collnetchain,LL,False,False,1.131629152301078,112.94193973793337,113.53912163427182,16.060523008
layer_by_layer,collnetchain,LL,False,True,1.1285372592974454,111.84774728579646,113.85018873722075,16.060523008
layer_by_layer,collnetchain,LL,True,False,1.0939910340433319,116.87483681086286,117.44536835291,16.060523008
layer_by_layer,collnetchain,LL,True,True,1.0967506773304194,117.11594384814329,117.14985239921708,16.060523008
layer_by_layer,collnetchain,LL128,False,False,1.1485273023912062,112.88554208656299,111.86863359756363,16.060523008
layer_by_layer,collnetchain,LL128,False,True,1.1318335557201256,113.15788328226229,113.51861704281451,16.060523008
layer_by_layer,collnetchain,LL128,True,False,1.0934366753790528,116.9963226626863,117.50491167991913,16.060523008
layer_by_layer,collnetchain,LL128,True,True,1.0965105559832107,116.42527898379947,117.17550667151744,16.060523008
layer_by_layer,collnetdirect,SIMPLE,False,False,1.1357971326603244,113.40356737409878,113.12247255551485,16.060523008
layer_by_layer,collnetdirect,SIMPLE,False,True,1.13711274197946,113.54736945198398,112.99159285150358,16.060523008
layer_by_layer,collnetdirect,SIMPLE,True,False,1.0975177877116948,116.81735598754712,117.06797047534623,16.060523008
layer_by_layer,collnetdirect,SIMPLE,True,True,1.0954822089988738,117.38343589666502,117.28550122727925,16.060523008
layer_by_layer,collnetdirect,LL,False,False,1.1336915993597358,112.8780749705541,113.33256772879218,16.060523008
layer_by_layer,collnetdirect,LL,False,True,1.1421854206516098,113.306486155397,112.48977411627314,16.060523008
layer_by_layer,collnetdirect,LL,True,False,1.093105162649105,117.11495307481604,117.54054811764199,16.060523008
layer_by_layer,collnetdirect,LL,True,True,1.0953935906291008,116.75192249444868,117.29498973442928,16.060523008
layer_by_layer,collnetdirect,LL128,False,False,1.1316283140331507,113.1239872566588,113.53920573980628,16.060523008
layer_by_layer,collnetdirect,LL128,False,True,1.1348228986995916,112.7399647464771,113.21958705206927,16.060523008
layer_by_layer,collnetdirect,LL128,True,False,1.0963033663574606,117.2745060710035,117.19765159063323,16.060523008
layer_by_layer,collnetdirect,LL128,True,True,1.0929177219513804,117.05262618156438,117.5607068925503,16.060523008
layer_by_layer,nvls,SIMPLE,False,False,1.1387161896564066,113.31977927319204,112.83248726512662,16.060523008
layer_by_layer,nvls,SIMPLE,False,True,1.1361839943565428,113.62133449894677,113.08395524508747,16.060523008
layer_by_layer,nvls,SIMPLE,True,False,1.0990729679663975,116.68123500372438,116.90232014870936,16.060523008
layer_by_layer,nvls,SIMPLE,True,True,1.110725852350394,116.69820168079615,115.67587059949683,16.060523008
layer_by_layer,nvls,LL,False,False,1.1472157183258485,111.53699620413171,111.99653030861464,16.060523008
layer_by_layer,nvls,LL,False,True,1.1547642142977566,112.10991674590812,111.26442816392151,16.060523008
layer_by_layer,nvls,LL,True,False,1.1050719216000289,116.70847051141213,116.26770842387192,16.060523008
layer_by_layer,nvls,LL,True,True,1.102177743644764,117.18893283890812,116.5730125733794,16.060523008
layer_by_layer,nvls,LL128,False,False,1.158242487659057,110.62944181952055,110.93029424924785,16.060523008
layer_by_layer,nvls,LL128,False,True,1.1551675816687446,110.31723304728831,111.22557627733364,16.060523008
layer_by_layer,nvls,LL128,True,False,1.1076289049815387,116.54203195070376,115.9993021039312,16.060523008
layer_by_layer,nvls,LL128,True,True,1.0974580550100654,116.83021867821304,117.07434227800314,16.060523008
layer_by_layer,nvlstree,SIMPLE,False,False,1.1594188140394788,111.61722510734893,110.81774628130628,16.060523008
layer_by_layer,nvlstree,SIMPLE,False,True,1.1678420359579225,111.21195345610988,110.01845798658107,16.060523008
layer_by_layer,nvlstree,SIMPLE,True,False,1.1008381590557594,116.83245751967723,116.71486758617354,16.060523008
layer_by_layer,nvlstree,SIMPLE,True,True,1.102045988664031,116.10363352517858,116.58694944641698,16.060523008
layer_by_layer,nvlstree,LL,False,False,1.1612002993157755,111.8549736002816,110.64773238838113,16.060523008
layer_by_layer,nvlstree,LL,False,True,1.1556735253737618,111.8936397401809,111.17688269829175,16.060523008
layer_by_layer,nvlstree,LL,True,False,1.1014047220038872,116.04618702667825,116.65482942023064,16.060523008
layer_by_layer,nvlstree,LL,True,True,1.102101791029175,116.39192298894183,116.58104633694289,16.060523008
layer_by_layer,nvlstree,LL128,False,False,1.1474784603342414,111.38548823187293,111.97088608580478,16.060523008
layer_by_layer,nvlstree,LL128,False,True,1.1510835733109464,112.63282119881487,111.62020112790898,16.060523008
layer_by_layer,nvlstree,LL128,True,False,1.1082351393221568,117.22354900553776,115.93584737494096,16.060523008
layer_by_layer,nvlstree,LL128,True,True,1.0999505636282265,116.98625851217895,116.8090496214578,16.060523008
layer_by_layer,pat,SIMPLE,False,False,1.1422952450035762,111.29300202652024,112.47895894690323,16.060523008
layer_by_layer,pat,SIMPLE,False,True,1.1461393366723012,111.5254165028935,112.10171037409879,16.060523008
layer_by_layer,pat,SIMPLE,True,False,1.1033691629612197,116.833142609564,116.44713689765848,16.060523008
layer_by_layer,pat,SIMPLE,True,True,1.100982287665829,116.42643262259125,116.69958854687552,16.060523008
layer_by_layer,pat,LL,False,False,1.154063905046011,111.4204869669568,111.33194566281622,16.060523008
layer_by_layer,pat,LL,False,True,1.144301133385549,110.0716770442086,112.28179036043117,16.060523008
layer_by_layer,pat,LL,True,False,1.1013352427010734,116.01000276364213,116.66218875633804,16.060523008
layer_by_layer,pat,LL,True,True,1.1012911032885313,116.64855534111683,116.66686454138907,16.060523008
layer_by_layer,pat,LL128,False,False,1.1511342990367364,111.83788191290343,111.61528248746906,16.060523008
layer_by_layer,pat,LL128,False,True,1.1645837800266843,110.81018489247859,110.32626606310455,16.060523008
layer_by_layer,pat,LL128,True,False,1.10658762534149,116.5455517669559,116.10845542245255,16.060523008
layer_by_layer,pat,LL128,True,True,1.1003657346591353,116.88143198125465,116.76497724440779,16.060523008
layer_by_layer_optimized,ring,SIMPLE,False,False,1.1563238123587023,112.37273706602171,111.11435965840252,16.060523008
layer_by_layer_optimized,ring,SIMPLE,False,True,1.1605978616668533,111.65170372664033,110.70516688999471,16.060523008
layer_by_layer_optimized,ring,SIMPLE,True,False,1.0956830673385412,117.17783417464176,117.26400069327832,16.060523008
layer_by_layer_optimized,ring,SIMPLE,True,True,1.0995787340216339,116.89368402460413,116.84854935133013,16.060523008
layer_by_layer_optimized,ring,LL,False,False,1.1446557429929574,111.81432850583609,112.2470059269082,16.060523008
layer_by_layer_optimized,ring,LL,False,True,1.1536087937032182,111.64439392998648,111.37586733848556,16.060523008
layer_by_layer_optimized,ring,LL,True,False,1.0988476653583348,116.55655568260835,116.92628925602826,16.060523008
layer_by_layer_optimized,ring,LL,True,True,1.09954671204711,117.12087378808546,116.851952318416,16.060523008
layer_by_layer_optimized,ring,LL128,False,False,1.159819317360719,110.79758710255426,110.7794792212792,16.060523008
layer_by_layer_optimized,ring,LL128,False,True,1.155151912321647,111.87755329785709,111.22708502448823,16.060523008
layer_by_layer_optimized,ring,LL128,True,False,1.0965271769867588,116.94265797216141,117.1737305417935,16.060523008
layer_by_layer_optimized,ring,LL128,True,True,1.1021042813081294,116.89829775590782,116.58078291420595,16.060523008
layer_by_layer_optimized,tree,SIMPLE,False,False,1.163484555669129,111.3429502922133,110.43049891977962,16.060523008
layer_by_layer_optimized,tree,SIMPLE,False,True,1.1577704059891403,110.29060099437513,110.97552615212135,16.060523008
layer_by_layer_optimized,tree,SIMPLE,True,False,1.102898194687441,116.85129077797079,116.49686307122131,16.060523008
layer_by_layer_optimized,tree,SIMPLE,True,True,1.0992498219323654,116.98095877276991,116.88351219574304,16.060523008
layer_by_layer_optimized,tree,LL,False,False,1.165577089957272,111.17527382788299,110.23224553316334,16.060523008
layer_by_layer_optimized,tree,LL,False,True,1.1501509990387906,109.86709092047283,111.71070587720864,16.060523008
layer_by_layer_optimized,tree,LL,True,False,1.0990614749801655,117.11842421458098,116.903542606949,16.060523008
layer_by_layer_optimized,tree,LL,True,True,1.0991472407088925,116.94597718609879,116.89442070121054,16.060523008
layer_by_layer_optimized,tree,LL128,False,False,1.1526257570367306,112.22841155359492,111.47085615917362,16.060523008
layer_by_layer_optimized,tree,LL128,False,True,1.1558597466597955,110.30684710635663,111.15897092125036,16.060523008
layer_by_layer_optimized,tree,LL128,True,False,1.095194132688145,116.95338267347016,117.31635162492758,16.060523008
layer_by_layer_optimized,tree,LL128,True,True,1.0979092633351684,117.1093233962405,117.02622817635933,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,False,False,1.1567736013482015,110.46791824370696,111.07115499372885,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,False,True,1.1489978400059044,111.52763316300319,111.82282115285766,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,True,False,1.1002868646755815,117.12073880322009,116.77334710878644,16.060523008
layer_by_layer_optimized,collnet,SIMPLE,True,True,1.0988690313727905,117.07730205542836,116.92401578328932,16.060523008
layer_by_layer_optimized,collnet,LL,False,False,1.1725092033545177,110.64899845157115,109.58053002945321,16.060523008
layer_by_layer_optimized,collnet,LL,False,True,1.1497399839572608,111.02507888177031,111.75064080643135,16.060523008
layer_by_layer_optimized,collnet,LL,True,False,1.101253602731352,116.99752961653503,116.67083735238721,16.060523008
layer_by_layer_optimized,collnet,LL,True,True,1.1004547100358952,116.30722798651736,116.75553641258806,16.060523008
layer_by_layer_optimized,collnet,LL128,False,False,1.1472919516575832,111.26619888575564,111.98908855097324,16.060523008
layer_by_layer_optimized,collnet,LL128,False,True,1.1663458956560742,110.81021563597386,110.15958511666656,16.060523008
layer_by_layer_optimized,collnet,LL128,True,False,1.095854746022572,116.90623584317373,117.24562989240685,16.060523008
layer_by_layer_optimized,collnet,LL128,True,True,1.0952700469642878,117.03115260115966,117.30822030978935,16.060523008
layer_by_layer_optimized,collnetchain,SIMPLE,False,False,1.1475127266409497,111.01342017585885,111.96754248129744,16.060523008
layer_by_layer_optimized,collnetchain,SIMPLE,False,True,1.156119416623066,112.23629209586079,111.13400408349875,16.060523008
layer_by_layer_optimized,collnetchain,SIMPLE,True,False,1.0978004212956876,116.38475820075443,117.03783080749372,16.060523008
layer_by_layer_optimized,collnetchain,SIMPLE,True,True,1.0979493126894038,116.87377608526486,117.02195946849378,16.060523008
layer_by_layer_optimized,collnetchain,LL,False,False,1.1586392656123887,111.31870850606798,110.89230598454715,16.060523008
layer_by_layer_optimized,collnetchain,LL,False,True,1.1510344179502379,111.6952576716208,111.62496791086805,16.060523008
layer_by_layer_optimized,collnetchain,LL,True,False,1.095302773329119,116.92485695269592,117.30471527747405,16.060523008
layer_by_layer_optimized,collnetchain,LL,True,True,1.1000239480442058,117.14099316040839,116.80125709666524,16.060523008
layer_by_layer_optimized,collnetchain,LL128,False,False,1.155178291645522,110.93863142390109,111.2245450743171,16.060523008
layer_by_layer_optimized,collnetchain,LL128,False,True,1.1558798069600016,111.62927065683836,111.15704175671797,16.060523008
layer_by_layer_optimized,collnetchain,LL128,True,False,1.097437694047888,116.75189451619661,117.07651437967961,16.060523008
layer_by_layer_optimized,collnetchain,LL128,True,True,1.100993612703557,116.75250617094173,116.69838815186154,16.060523008
layer_by_layer_optimized,collnetdirect,SIMPLE,False,False,1.1685555236569296,111.31345447710372,109.95128375750251,16.060523008
layer_by_layer_optimized,collnetdirect,SIMPLE,False,True,1.1515547460100304,111.41217056885827,111.5745303583516,16.060523008
layer_by_layer_optimized,collnetdirect,SIMPLE,True,False,1.0998702857177705,116.95169659281319,116.81757534176114,16.060523008
