Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
layer_by_layer,ring,SIMPLE,False,False,0.1173229617998004,1642.6519311046454,1642.6986413867355,16.060523008
layer_by_layer,ring,SIMPLE,False,True,0.11733131180517375,1641.1444836672142,1642.581737021896,16.060523008
layer_by_layer,ring,SIMPLE,True,False,0.11326464898884296,1703.5007636175,1701.5571201830533,16.060523008
layer_by_layer,ring,SIMPLE,True,True,0.11322164298035205,1699.819014332041,1702.2034381310366,16.060523008
layer_by_layer,ring,LL,False,False,0.11745314039289952,1644.5715245895183,1640.8779646699938,16.060523008
layer_by_layer,ring,LL,False,True,0.11737093082629144,1638.8995831087666,1642.0272770711363,16.060523008
layer_by_layer,ring,LL,True,False,0.11321796476840973,1699.4311116773047,1702.2587391164166,16.060523008
layer_by_layer,ring,LL,True,True,0.11323647536337375,1703.340187672464,1701.9804734609143,16.060523008
layer_by_layer,ring,LL128,False,False,0.11754771317355335,1645.4099649317268,1639.557799541785,16.060523008
layer_by_layer,ring,LL128,False,True,0.11688729082234203,1644.332033520264,1648.8214295677901,16.060523008
layer_by_layer,ring,LL128,True,False,0.11302355299703777,1700.693759714999,1705.1867937389225,16.060523008
layer_by_layer,ring,LL128,True,True,0.11312321498990059,1706.85531853471,1703.6845175343203,16.060523008
layer_by_layer,tree,SIMPLE,False,False,0.11753498180769384,1643.0068195200706,1639.735396116632,16.060523008
layer_by_layer,tree,SIMPLE,False,True,0.11698503103107213,1644.5502559310132,1647.4438503231274,16.060523008
layer_by_layer,tree,SIMPLE,True,False,0.1131973393727094,1701.5198521707764,1702.5689032975993,16.060523008
layer_by_layer,tree,SIMPLE,True,True,0.11318623539991676,1705.0888240747734,1702.735931370518,16.060523008
layer_by_layer,tree,LL,False,False,0.11712460955604911,1643.0250589837935,1645.4805756237954,16.060523008
layer_by_layer,tree,LL,False,True,0.11710616559721529,1645.0947262608188,1645.7397351295645,16.060523008
layer_by_layer,tree,LL,True,False,0.11333487476222218,1699.1725703456593,1700.5027830695703,16.060523008
layer_by_layer,tree,LL,True,True,0.11325184619054199,1702.0150221147323,1701.7494763639022,16.060523008
layer_by_layer,tree,LL128,False,False,0.11735496041364968,1644.9874126518403,1642.250734631783,16.060523008
layer_by_layer,tree,LL128,False,True,0.11695173303596676,1641.2294002678423,1647.9129034601815,16.060523008
layer_by_layer,tree,LL128,True,False,0.1131386976223439,1701.5259989194278,1703.4513743062416,16.060523008
layer_by_layer,tree,LL128,True,True,0.11335011338815093,1702.742171672687,1700.2741699255034,16.060523008
layer_by_layer,collnet,SIMPLE,False,False,0.11717384578660131,1642.4391983433006,1644.7891477676328,16.060523008
layer_by_layer,collnet,SIMPLE,False,True,0.11696556620299817,1640.803161145773,1647.718009739005,16.060523008
layer_by_layer,collnet,SIMPLE,True,False,0.11284671016037465,1704.5975333433682,1707.8590034047315,16.060523008
layer_by_layer,collnet,SIMPLE,True,True,0.11318272883072496,1703.3200180897406,1702.788684660887,16.060523008
layer_by_layer,collnet,LL,False,False,0.11722112935967743,1643.5993982454788,1644.1256879606158,16.060523008
layer_by_layer,collnet,LL,False,True,0.11734377900138497,1644.331444249852,1642.4072208355017,16.060523008
layer_by_layer,collnet,LL,True,False,0.1128249648027122,1702.6442907820776,1708.1881681860455,16.060523008
layer_by_layer,collnet,LL,True,True,0.11312913321889936,1706.5688568373191,1703.5953911101224,16.060523008
layer_by_layer,collnet,LL128,False,False,0.11734636859036982,1644.4663812124797,1642.370976342393,16.060523008
layer_by_layer,collnet,LL128,False,True,0.11714045121334493,1644.2649815694242,1645.2580466929612,16.060523008
layer_by_layer,collnet,LL128,True,False,0.1128934926353395,1703.1996162069543,1707.1512755348144,16.060523008
layer_by_layer,collnet,LL128,True,True,0.11294531640596688,1705.390767177875,1706.3679671255347,16.060523008
layer_by_layer,collnetchain,SIMPLE,False,False,0.1172280775848776,1647.261958951942,1644.0282389895783,16.060523008
layer_by_layer,collnetchain,SIMPLE,False,True,0.11689171358011663,1645.9008279678017,1648.7590441550587,16.060523008
layer_by_layer,collnetchain,SIMPLE,True,False,0.11327178236097098,1702.5688248541621,1701.4499633971147,16.060523008
layer_by_layer,collnetchain,SIMPLE,True,True,0.1130005809944123,1702.103601049185,1705.5334428902627,16.060523008
