Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
layer_by_layer,ring,SIMPLE,False,False,2.303698346329232,109.03570554649995,108.06019767504017,16.060523008
layer_by_layer,ring,SIMPLE,False,True,2.316061307598526,98.50540339051092,107.48338045771273,16.060523008
layer_by_layer,ring,SIMPLE,True,False,2.210618360356117,113.77929474303323,112.61016517020947,16.060523008
layer_by_layer,ring,SIMPLE,True,True,2.234553986306613,113.01527203673109,111.40393126033076,16.060523008
layer_by_layer,ring,LL,False,False,2.3589500572998077,106.00269010409569,105.52919419283896,16.060523008
layer_by_layer,ring,LL,False,True,2.31370819437628,107.28170745177731,107.59269439986907,16.060523008
layer_by_layer,ring,LL,True,False,2.218918590263153,114.50660203561857,112.18892832768469,16.060523008
layer_by_layer,ring,LL,True,True,2.2096416677037873,113.48904663306321,112.6599404448646,16.060523008
layer_by_layer,ring,LL128,False,False,2.3570713796652853,110.76493168642122,105.61330506815212,16.060523008
layer_by_layer,ring,LL128,False,True,2.311850727380564,105.6790578223413,107.6791402401913,16.060523008
layer_by_layer,ring,LL128,True,False,2.184226726026585,111.46178283834341,113.97081434895422,16.060523008
layer_by_layer,ring,LL128,True,True,2.2575123766437173,112.691338673847,110.27097847326115,16.060523008
layer_by_layer,tree,SIMPLE,False,False,2.297200736356899,104.2156928585651,108.36584489468154,16.060523008
layer_by_layer,tree,SIMPLE,False,True,2.327968126938989,103.98706351569746,106.93363702334064,16.060523008
layer_by_layer,tree,SIMPLE,True,False,2.1654940503649414,111.59072147428667,114.95672252992225,16.060523008
layer_by_layer,tree,SIMPLE,True,True,2.1927369523327798,109.99586306798811,113.52848248539938,16.060523008
layer_by_layer,tree,LL,False,False,2.302902979000161,103.61125393470884,108.09751906963972,16.060523008
layer_by_layer,tree,LL,False,True,2.3227959683475397,102.3746159079122,107.17174563769242,16.060523008
layer_by_layer,tree,LL,True,False,2.1683671666930118,112.38320862811605,114.80440329100576,16.060523008
layer_by_layer,tree,LL,True,True,2.2174576909746975,114.37927096939532,112.26284032439766,16.060523008
layer_by_layer,tree,LL128,False,False,2.3347387989827744,101.2821507058992,106.62353270372692,16.060523008
layer_by_layer,tree,LL128,False,True,2.3095897447007396,104.00769992704313,107.78455319139618,16.060523008
layer_by_layer,tree,LL128,True,False,2.1855971342884004,110.70423441349496,113.89935262202415,16.060523008
layer_by_layer,tree,LL128,True,True,2.2163134226575494,110.47701123413268,112.32080090436935,16.060523008
layer_by_layer,collnet,SIMPLE,False,False,2.298732897033915,103.51885478952308,108.29361645679153,16.060523008
layer_by_layer,collnet,SIMPLE,False,True,2.2770954796578735,97.77252661635602,109.32264409281696,16.060523008
layer_by_layer,collnet,SIMPLE,True,False,2.2137109762988985,113.18607665805008,112.45284563037195,16.060523008
layer_by_layer,collnet,SIMPLE,True,True,2.179865638647849,112.97986399686428,114.1988268792631,16.060523008
layer_by_layer,collnet,LL,False,False,2.277089459976802,103.67145305507707,109.32293309659256,16.060523008
layer_by_layer,collnet,LL,False,True,2.3285498659436903,105.85669434728949,106.90692191258398,16.060523008
layer_by_layer,collnet,LL,True,False,2.2030611383573464,111.93522387676806,112.99645495703948,16.060523008
